"id","MeetingName","MeetingDate","Audience","Staff","Notes","Createdby"
866,"Presentation",11/8/2013 0:00:00,27,"Stephanie Pollock","Shadowboxing: Siblings of Disabled Children''
11am - 1 pm (Presentation on CFC & CAC Community Training Programs)
The Woodlands Chamber of Commerce
1400 Woodloch Forest Dr., Ste. 300
The Woodlands, TX 77380

Attended training - made short presentation of ACA - EHB must include Mental Health/Substance Abuse, changes in elig as of 1/1/14 for CHIP/Medicaid, as well as giving out CK flyer and info about Champions for Coverage and CAC Community Training.",197
867,"Outreach - Doctors for Change",11/20/2013 0:00:00,60,"Stephanie Pollock","Setup info table at Doctors for Change monthly forum, spoke with participants about Champions for Coverage and CAC Community Training, as well as Living Well with Diabetes and Chronic Disease Mgmt Programs (flyers from Monica James).",197
868,"CFC - HCC-LVN",11/22/2013 0:00:00,15,"Kolonda King","CAC training Coleman Campus",198
869,"CMS Webinar-",12/6/2013 0:00:00,50,"Kolonda,Teresa,Rosalinda,Laverne,Stephanie","SHOP-Tips for Assisters to use.",198
870,"Presentation - CK-Braeswood Democrats",12/8/2013 0:00:00,25,"Kolonda King","Bert Anson-Harris County Democratic Party.",198
871,"Outreach LGBT-Out To Enrol",12/9/2013 0:00:00,40,"Kolonda King","",198
873,"CFC - Finnigan Park",12/10/2013 0:00:00,4,"Laverne Moore","Contact person Tony Dale at Finnigan Park",196
874,"CFC - Finnigan Park",12/3/2013 0:00:00,30,"Laverne Moore","Trained Seniors as Champions for Coverage",196
875,"Outreach - Near Northside Managment District",12/5/2013 0:00:00,50,"Laverne Moore","Networked and passed out information regarding Connecting Kids",196
876,"Outreach - CK",12/10/2013 0:00:00,5,"Teresa Arguelles","Independence Heights (NCI).",61
877,"Outreack - CK",12/7/2013 0:00:00,95,"Teresa Arguelles","San Jose/Christus Mobile Medical flu event",61
878,"Outreach - Cognisante-Enrollment",12/12/2013 0:00:00,100,"Kolonda King/Teresa Arguelles","Helped answer ?'S about Enrollment assisted the CAC's ?'s about enrollmennt",198
879,"Outreach - Houston Education Summit",12/7/2013 0:00:00,500,"Stephanie Pollock","We hosted a table for GTC at the Opportunity Fair, part of the Houston Education Summit at Northbrook Sr High Schl, Raider Circle N, #1, Houston, TX 77080.  The booth was visited from 11:30a-2:30p.  We gave out info on GTC and ACA Training opportunities: CFC, CAC.",197
880,"CFC Training",12/9/2013 0:00:00,19,"Stephanie Pollock","Presented CFC Training to HISD Social Work and support staff represented by various schools.  Coordinator was Mr. Fresquez. Training given at HISD Hattie Mae (Admin) Bldg, 4400 W. 18th St., Houston, TX from 9-11:30 am.",197
881,"CFC Training",12/6/2013 0:00:00,8,"Stephanie Pollock","Presented CFC Training in English with Teresa Arguelles interpreting in Spanish for Early Head Start staff and parents at Spring Branch Head Start, 9655 Long Point, Houston, TX 77055.",197
882,"CK Team Education Harris Health Systems",12/10/2013 0:00:00,13,"Stephanie Pollock","Attended presentation on Harris Health Systems and discount card program with Health Service Systems Navigation team and other GTC employees.",197
883,"CK Team Education",12/4/2013 0:00:00,6,"Stephanie Pollock","Webinar - Updates for Champions for Coverage.",197
884,"CK Team Education",11/22/2013 0:00:00,6,"Stephanie Pollock","Marketplace Webinar",197
885,"CFC Training",11/21/2013 0:00:00,6,"Stephanie Pollock","Presented CFC Training to Early Head Start and Head Start staff (1) and parents (5) at special parent meeting on ACA/Health Insurance Marketplace.",197
888,"CK Team Education",12/10/2013 0:00:00,75,"Stephanie Pollock","Attended CHW Training and Holiday Party with TGCCPA from 10a-12p at United Way of Houston, 50 Waugh Drive, Houston, TX.",197
889,"CK Team Education",12/12/2013 0:00:00,6,"Stephanie Pollock","Attended Connecting Kids to Coverage National Campaign Webinar from 1-2 pm CST.",197
890,"Outreach - United Way-Inter Agency Network Meeting",12/12/2013 0:00:00,300,"Laverne Moore","Networked-Placed Connecting Kids Information and Fliers on event table. Connected with contacts to host ACA events.",196
891,"Outreach - Parends as Teachers",12/19/2013 0:00:00,20,"Laverne Moore","Outreach at Sunnyside Multi Service Center.
Spoke and passed out fliers for Connecting Kids & Families
at the Parents as Teachers meeting.",196
897,"Outreach - CK",12/20/2013 0:00:00,5,"ta,km,lm,kk,","CMS Changing health plans webinar",61
899,"Presentation @ National Night Out, Barbers Hill",10/1/2013 0:00:00,6,"Stephanie Pollock","Attended National Night Out event with Enroll America @ His Sanctuary Baptist Church in Barbers Hill, TX. 6-8:30 pm.",197
900,"3rd WardCommunity Cloth",1/7/2014 0:00:00,28,"Laverne Moore & Dick Nye","",196
901,"ESPN Interagency Information & Referral Network",1/9/2014 0:00:00,200,"Laverne Moore","Outreach Event",196
902,"Outreach",1/7/2014 0:00:00,80,"Stephanie Pollock","Attended Doctor's for Change quarterly meeting which focused on Human Trafficking.  Reached out with brochures on our CHIP/Medicaid/ACA Overview training and got verbal commitment from Elise DeBroeck of Catholic Charities that she will call us to schedule a training to cover changes in CHIP/Medicaid Elig post 1/1/14 for the Cabrini Ctr for Immigrant Legal Assistance Staff. Her ph# is 713-874-6556.",197
903,"CFC Training",1/9/2014 0:00:00,21,"2","Training about ACA for Vietnamese people in The Vietnamese American Community Center in North.",7
904,"East End Chambers of Commerce",1/10/2014 0:00:00,1,"Teresa A. Rosie M.","Discussed Reach Program.",61
905,"ACA Presentataion",1/13/2014 0:00:00,7,"Teresa A. R.mosqueda","Pro Salud And Peggy Goetz.",61
906,"HCC College",12/9/2013 0:00:00,1,"Sha'Kera Hubert","went to HCC Stafford campus, to speak with representative about enrollment event",14
907,"HCC college",12/9/2013 0:00:00,1,"Sha'Kera","went to HCC Sienna campus to speak with a representative about hosting an enrollment event.",14
908,"HCC college",12/9/2013 0:00:00,1,"Sha'Kera Hubert","went to HCC West Loop campus to speak with a representative about hosting an enrollment event.",14
909,"WVUMC church",12/6/2013 0:00:00,1,"Sha'Kera Hubert","went to follow up with events coordinator about scheduled enrollment event, let business card.",14
910,"PUSH event",12/12/2013 0:00:00,1000,"Sha'Kera Hubert","went to assist at the PUSH event",14
1906,"Training ACA- Vietnamese comm center",1/16/2014 0:00:00,25,"1","Introduce and explain about Obamacare. Answer questions about Marketplace.",7
1907,"CFC training ACA- Vietnamese community center",1/16/2014 0:00:00,25,"1","Training and answer questions about marketplace. Some people did not have insurance, just Gold card, they need to enroll the marketplace.",7
1908,"Interagency Information & Referral Network",1/9/2014 0:00:00,200,"Laverne Moore","Shared GTC & Connecting Kids Information on Information Table.
Also, presented Connecting Kids Information to Attendees.",196
1909,"March of Faith Ministries",1/15/2014 0:00:00,3,"Laverne Moore","Met with Minister Rowland.  Discussed the Affordable Care and presenting it to the March of Faith Ministries.  Tentative, March 8, 2014 for event at the church for the church and community.  Also talked to those over the seniors at the church, Sis. Marie & Sis. Shirley regarding coming out to talk to their group.",196
1910,"CK- Outreach",1/17/2014 0:00:00,1,"Laverne Moore","Phone conversation with Vernell Simmons to participate in the 17th Annual Direct Care Conference, April 8, 2014.  Will see if I can do a workshop and speak to a group or be a vendor.  Still making plans.",196
